	orderid	latitude	longitude	estimateddeliverytime	totalprice	zip	city	time
0	1552679	37.69707329999999	-122.48590320000001	259.0	48.36	94132	Daly City	0.04166111111111111
1	1552697	37.7821852	-122.4545442	54.0	46.86	94118	San Francisco	0.15168805555555556
2	1552675	37.7808405	-122.39582	228.0	64.39	94107	San Francisco	0.2510686111111111
3	1552934	37.78313060000001	-122.3889622	209.0	81.51	94107	San Francisco	0.27800555555555556
4	1552983	37.323786	-121.878904	345.0	74.8	95113	San José	0.5244325000000001
5	1552998	37.7736659	-122.2784502	0.0	92.77	94501	Alameda	0.5316602777777778
6	1553031	37.75425900000001	-122.39896200000001	18.0	112.24	94114	San Francisco	0.7578869444444445
7	1552980	37.378558	-122.12542	105.0	65.88	94023	Los Altos	0.8912647222222222
8	1553228	37.79577620000001	-122.2160759	126.0	42.94	94602	Oakland	1.1608944444444445
9	1553155	37.3358189	-121.8877351	29.0	66.69	95113	San José	1.1925369444444445
10	1553212	37.801294	-122.430237	141.0	145.73	94114	San Francisco	1.4279352777777778
11	1553357	37.803088	-122.429662	111.0	96.65	94114	San Francisco	1.860688888888889
12	1553156	36.9669782	-121.8933159	319.0	62.73	95003	Aptos	1.937618611111111
13	1553374	37.6661194	-122.07833799999999	263.0	38.38	25426	Hayward	1.9398408333333335
14	1553407	37.39731679999999	-122.0806149	183.0	41.4	94043	Mountain View	2.0207408333333334
15	1553438	37.6672706	-122.4169317	90.0	60.99	94134	South San Francisco	2.1095825
16	1553415	37.3612684	-121.9582232	101.0	91.8	95052	Santa Clara	2.1428380555555555
17	1553348	37.7790845	-122.43740849999999	120.0	47.36	94115	San Francisco	2.184993611111111
18	1553617	37.774159	-122.431604	152.0	37.06	94114	San Francisco	2.464771388888889
19	1553605	34.0077341	-118.4873271	5.0	63.23	CA 90401	Santa Monica	2.6362341666666667
20	1553695	37.6365968	-122.41690449999999	209.0	43.96	94066	San Bruno	2.6222408333333336
21	1553572	37.372918	-122.2072838	3.0	56.92	94028	Portola Valley	2.675321388888889
22	1553520	37.330380100000006	-121.8439018	4.0	76.95	95122	San José	2.7336925
23	1553484	37.7840519	-122.42388259999998	90.0	33.68	94114	San Francisco	2.88855
24	1553682	37.5320904	-122.28463559999999	119.0	38.45	94002-2121	San Mateo	2.886152777777778
25	1553639	37.8681059	-122.2907543	0.0	72.56	94710	Berkeley	2.9850408333333336
26	1553759	37.351948	-121.94286899999999	229.0	37.55	95052	Santa Clara	2.1681508333333332
27	1553640	37.6568639	-122.4714656	292.0	47.58	94044	Daly City	3.2585369444444443
28	1553697	37.7388169	-122.45070020000001	173.0	101.1	94127	San Francisco	3.3013388888888886
29	1553845	37.480355	-122.21563300000001	158.0	46.37	94063	Redwood City	3.409689722222222
30	1553953	37.549942	-122.3232855	265.0	51.75	94402	San Mateo	3.5136408333333335
31	1554053	37.6577806	-122.07934170000001	235.0	47.37	25426	Hayward	3.651063888888889
32	1553903	37.7696373	-122.4039855	37.0	92.62	94114	San Francisco	3.7801694444444442
33	1554075	37.784232	-122.45765	217.0	54.97	94114	San Francisco	3.7903527777777777
34	1554097	37.78419279999999	-122.4447403	153.0	54.42	94114	San Francisco	3.952285277777778
35	1554268	37.5227623	-122.2772186	179.0	49.68	94002-2121	Belmont	4.063846388888889
36	1554160	37.3551958	-121.8265722	145.0	45.61	95127:95148	San José	3.9571
37	1554354	32.781864299999995	-117.0827811	135.0	34.19	92120	San Diego	4.319325833333333
38	1554311	36.9737705	-122.00656640000001	208.0	61.9	95065	Santa Cruz	4.413647222222223
39	1554528	37.79016470000001	-122.410322	57.0	44.92	94114	San Francisco	4.617936111111112
40	1554531	37.7693821	-122.4038308	36.0	127.86	94114	San Francisco	4.826844444444444
41	1554532	37.7831537	-122.4384639	112.0	34.74	94114	San Francisco	4.988521388888889
42	1554640	37.37187700000001	-122.02122	37.0	50.28	94086	Sunnyvale	5.021288888888889
43	1554582	37.3539797	-121.9428994	117.0	50.99	95052	Santa Clara	5.0793925
44	1554710	37.6653995	-122.484059	267.0	53.58	94132	Pacifica	5.3204416666666665
45	1554511	37.7523561	-122.5002334	113.0	70.9	94122	San Francisco	5.629116666666667
46	1554809	37.4611338	-122.2314345	136.0	73.63	94061	Redwood City	5.790173055555555
47	1554839	33.8269406	-118.37784950000001	110.0	61.22	90277	Torrance	6.311618611111111
48	1554899	37.6986637	-122.4835586	9.0	48.03	94015	Daly City	6.578086944444444
49	1554852	37.3950344	-121.9431222	269.0	33.89	95134	Santa Clara	6.8749425
50	1554962	37.5015194	-122.29318870000002	226.0	47.29	94002-3585	Belmont	7.0942638888888885
51	1555025	37.548613	-122.313552	194.0	45.57	94402	San Mateo	4.384570277777779
52	1555143	37.7666783	-122.1821763	161.0	89.83	94603	Oakland	17.105311944444445
53	1555058	37.7898414	-122.4135741	161.0	125.57	94114	San Francisco	17.354042500000002
54	1555138	33.8323309	-118.2214271	1.0	40.09	90810	Carson	17.406035277777775
55	1555261	37.773275	-122.50656	16.0	39.07	94122	San Francisco	18.007586944444444
56	1555266	37.435438	-122.1793196	147.0	52.01	94305-6015	Palo Alto	18.385698055555554
57	1555269	37.3836214	-121.97492609999999	331.0	88.51	CA 95054	Santa Clara	18.657156388888886
58	1555428	37.804398	-122.4095564	194.0	65.66	94114	San Francisco	19.235286944444447
59	1555525	37.3564065	-122.09126090000002	8.0	42.98	94086	Los Altos	19.47865472222222
60	1555631	37.8093988	-122.27171740000001	43.0	139.67	94612	Oakland	19.70879083333333
61	1555644	37.8045652	-122.2490778	92.0	107.93	94606	Oakland	20.8741325
62	1555668	32.715310200000005	-117.0834034	107.0	115.44	92114	San Diego	21.42179638888889
63	1555683	37.407337	-122.1221203	362.0	71.3	94023	Palo Alto	21.46139361111111
64	1555770	37.7402019	-122.4674757	201.0	46.99	94127	San Francisco	21.52346861111111
65	1555728	37.300744	-121.8689929	73.0	72.73	95136	San José	21.65530833333333
66	1555793	37.8319462	-122.280456	179.0	174.46	94612	Emeryville	21.681565833333334
67	1555813	37.6494084	-122.429644	6.0	47.1	94080	South San Francisco	21.782433333333334
68	1555860	37.679009	-122.111585	121.0	38.22	94578	Hayward	22.314625
69	1555890	32.801831	-117.2135783	120.0	39.49	92109	San Diego	22.472560277777777
70	1555964	32.7250962	-117.1167705	134.0	81.63	92102	San Diego	22.66977138888889
71	1555978	37.4609544	-122.144379	142.0	119.74	515	East Palo Alto	22.83205472222222
72	1556002	37.441407	-122.1607567	252.0	38.06	94301	Palo Alto	23.280648055555556
73	1556174	37.465873	-122.25417390000001	46.0	36.77	94062	Redwood City	23.34140638888889
74	1556117	37.6003384	-122.4090643	214.0	220.29	94030	Millbrae	23.394811944444445
75	1552629	37.7827461	-122.4873461	130.0	35.76	94122	San Francisco	23.567888888888888
76	1552647	37.7631493	-122.5052831	85.0	125.91	94122	San Francisco	23.74145638888889
77	1552654	37.79763970000001	-122.2547172	100.0	127.47	94612	Oakland	23.83552138888889
78	1552833	37.8106884	-122.24505420000001	229.0	60.52	94611	Oakland	0.11344444444444444
79	1552930	33.8682796	-118.36703270000001	146.0	39.68	90278	Redondo Beach	0.11026305555555556
80	1553011	37.7794	-122.462814	0.0	84.12	94122	San Francisco	0.1884797222222222
81	1553040	37.8026733	-122.21695430000001	198.0	33.69	94602	Oakland	0.24130555555555555
82	1553062	37.777375	-122.466018	89.0	56.68	94122	San Francisco	0.6017547222222221
83	1553029	37.7850378	-122.4171045	248.0	41.02	94109	San Francisco	0.6955277777777777
84	1552956	37.3619473	-122.0494785	126.0	66.29	94086	Sunnyvale	0.9938769444444444
85	1553147	37.7715034	-122.4293278	115.0	50.37	94114	San Francisco	1.017553611111111
86	1553309	37.4776084	-122.2239444	264.0	33.9	94063	Redwood City	1.1074630555555556
87	1553330	37.787607	-122.210319	186.0	52.88	94602	Oakland	1.095318611111111
88	1553317	37.5789729	-122.3504646	158.0	84.44	94101	Burlingame	1.1070444444444445
89	1553338	37.78270429999999	-122.3968165	237.0	28.34	94114	San Francisco	1.0219452777777778
90	1553676	37.4867526	-122.2271943	158.0	34.49	94063	Redwood City	1.3825758333333333
91	1553590	37.8137519	-122.2490963	122.0	41.21	94611	Oakland	1.8339063888888891
92	1553573	32.7464816	-117.1582788	36.0	42.11	92103	San Diego	1.8632722222222222
93	1553635	37.39140870000001	-122.0964344	59.0	51.54	94086	Mountain View	1.893061111111111
94	1553727	37.3732859	-122.1059428	351.0	49.56	94086	Los Altos	2.2833741666666665
95	1553741	37.8077411	-122.2760894	102.0	80.6	94612	Oakland	2.3088702777777774
96	1553756	37.7208108	-122.4839662	222.0	48.24	94132	San Francisco	2.412378611111111
97	1553761	32.731374100000004	-117.1689176	140.0	42.27	92101	San Diego	2.445446388888889
98	1553792	37.7590691	-122.48458229999999	249.0	43.82	94122	San Francisco	2.4581416666666667
99	1554045	37.8004141	-122.25167900000001	296.0	36.26	94606	Oakland	2.562023055555555
100	1554101	37.875268	-122.2651496	480.0	48.53	94720	Berkeley	2.644696388888889
101	1553837	36.9702535	-121.95838400000001	1.0	45.17	95065	Capitola	2.7783880555555553
102	1554062	32.744766600000005	-117.1626203	174.0	72.96	92103	San Diego	2.8558972222222225
103	1554397	37.7826513	-122.46717859999998	191.0	83.25	94122	San Francisco	2.9547980555555555
104	1554374	37.7766824	-122.49924640000002	49.0	142.08	94122	San Francisco	2.960548055555556
105	1554615	37.69255	-122.46609609999999	137.0	61.3	94132	Daly City	2.9811341666666666
106	1554435	33.847295	-118.387274	71.0	44.65	90277	Redondo Beach	2.9941325
107	1554632	37.5574424	-122.2973629	241.0	64.43	944023025	San Mateo	3.091035277777778
108	1554619	37.846212	-122.29297920000002	197.0	85.28	94612	Emeryville	3.1334730555555557
109	1554853	37.7791038	-122.39713789999999	204.0	61.51	94107	San Francisco	2.5845380555555555
110	1554724	37.48391779999999	-122.2266086	329.0	42.78	94063	Redwood City	3.379811111111111
111	1554773	37.865318	-122.25789540000001	364.0	99.96	94704	Berkeley	3.424478611111111
112	1554754	37.668896200000006	-122.4101822	242.0	50.23	94134	South San Francisco	3.5993647222222225
113	1555063	37.8571734	-122.25226	211.0	113.7	94611	Berkeley	3.6746463888888887
114	1555146	37.6558314	-122.0867751	23.0	89.14	94544	Hayward	3.9396991666666668
115	1555109	37.77962520000001	-122.40665290000001	34.0	49.81	94114	San Francisco	3.9973769444444445
116	1555125	37.3942352	-121.9459623	134.0	50.32	95054	Santa Clara	4.123313055555555
117	1555184	37.7126604	-122.41278829999999	14.0	48.58	94134	San Francisco	4.237441666666666
118	1555213	37.3424901	-121.8518435	49.0	77.58	CA 95116	San José	4.317745277777777
119	1555271	37.7631258	-122.167228	361.0	32.04	94603	Oakland	4.386604722222223
120	1555350	37.3377793	-122.0410423	131.0	57.4	94087	Cupertino	4.467852777777778
121	1555338	37.6862284	-122.1305237	301.0	105.15	94577	San Lorenzo	4.576046388888889
122	1555359	37.771128	-122.25783529999998	0.0	55.28	94501	Alameda	4.464670277777778
123	1555334	33.905531	-117.919317	309.0	95.37	92835	Fullerton	4.676745277777778
124	1555446	34.02709779999999	-118.5143597	15.0	172.35	90402	Santa Monica	5.186201944444445
125	1555539	37.2691469	-121.807603	47.0	51.62	CA 95138	San José	5.195152777777778
126	1555655	37.779337	-122.4247567	88.0	91.3	94114	San Francisco	5.398484166666667
127	1555786	37.7883302	-122.1892649	304.0	42.55	94602	Oakland	5.7586297222222225
128	1555801	37.36962800000001	-121.99064950000002	216.0	39.65	95051	Santa Clara	5.783770277777777
129	1555870	37.7816788	-122.41698670000001	149.0	135.88	94114	San Francisco	6.847705555555555
130	1555879	34.0068706	-118.41257820000001	3.0	157.63	90230	Culver City	6.962436111111112
131	1555806	33.6476766	-117.9316041	51.0	197.56	92627	Costa Mesa	7.127175833333333
132	1555900	36.9585984	-122.0425576	69.0	39.83	95060	Santa Cruz	17.404302777777776
133	1555956	32.8696115	-117.22105790000002	229.0	139.05	92122	San Diego	17.408736944444442
134	1556036	34.025736200000004	-118.47574750000001	95.0	39.0	90404	Santa Monica	17.69081472222222
135	1556095	37.4846423	-122.196348	836.0	34.51	94027	Redwood City	17.731167499999998
136	1556140	37.379534	-122.075049	312.0	41.88	94086	Mountain View	17.855128611111112
137	1556231	37.8749832	-122.2690588	131.0	43.44	94709	Berkeley	18.120543611111113
138	1552617	37.7718458	-122.43405890000001	122.0	62.4	94114	San Francisco	19.226570277777775
139	1552632	37.383711100000006	-122.0756892	195.0	64.16	94086	Mountain View	19.414310277777776
140	1552749	37.6776054	-122.1014652	138.0	96.4	94541	Hayward	20.161648055555553
141	1552758	37.4057771	-122.0628154	123.0	52.0	94086	Mountain View	20.29908888888889
142	1552814	37.4451336	-122.227978	167.0	61.52	94027	Woodside	19.802232500000002
143	1552884	37.7517701	-122.4940767	231.0	34.59	94122	San Francisco	20.573469444444445
144	1552932	37.8255344	-122.28143670000001	60.0	137.6	94612	Oakland	21.250320277777778
145	1553017	37.7620745	-122.4180215	187.0	65.94	94110	San Francisco	21.31117777777778
146	1553214	37.471205	-122.230273	42.0	51.24	94061	Redwood City	21.645175833333333
147	1553304	37.7508994	-122.4068953	112.0	60.37	94114	San Francisco	22.7666325
148	1553204	37.8391786	-122.30356670000002	124.0	126.73	94612	Emeryville	23.318863888888888
149	1553234	37.6214605	-122.0994748	0.0	94.59	94545	Hayward	23.554686111111113
150	1553251	37.680783	-122.47696	16.0	43.54	94132	Daly City	21.82955
151	1553404	37.7905043	-122.218025	190.0	44.98	94602	Oakland	0.2730972222222222
152	1553364	37.7884472	-122.2283878	68.0	42.28	94602	Oakland	0.9724027777777778
153	1553368	37.45665200000001	-122.23160379999999	195.0	144.42	94061	Redwood City	1.2259508333333335
154	1553380	37.546578	-122.2928018	257.0	182.9	94403	San Mateo	1.2129730555555556
155	1553696	37.729514	-122.449103	196.0	43.84	94132	San Francisco	1.2171880555555556
156	1553509	37.6086128	-122.414678	161.0	72.24	CA 94066	Millbrae	1.5528813888888888
157	1553677	34.03449929999999	-118.4708142	98.0	44.77	CA 90404	Santa Monica	1.5929269444444445
158	1553746	37.7708179	-122.2063138	145.0	34.6	94601	Oakland	1.6847611111111112
159	1553849	37.8012797	-122.22658770000001	67.0	61.08	94602	Oakland	1.6991305555555556
160	1553702	37.3755371	-122.1184125	97.0	34.74	94023	Los Altos	1.864738888888889
161	1553808	37.4418686	-122.1934145	766.0	89.4	94027	Menlo Park	2.166431388888889
162	1553890	37.732174	-122.39053	273.0	59.16	94124	San Francisco	2.212810277777778
163	1553879	37.762853	-122.50899	423.0	57.05	94122	San Francisco	2.257696388888889
164	1553836	37.543012	-122.234119	68.0	39.28	94065	Redwood City	2.3387241666666667
165	1554013	37.4655313	-122.1559225	127.0	32.24	515	Menlo Park	2.3806908333333334
166	1554175	37.78347670000001	-122.4700081	139.0	73.9	94122	San Francisco	2.7569175
167	1554123	37.752175	-122.44205500000001	296.0	50.31	94114	San Francisco	2.771722222222222
168	1554257	37.8731349	-122.2729176	174.0	60.5	94704	Berkeley	2.8652230555555556
169	1554136	37.6625324	-122.43131729999999	138.0	94.23	94080	South San Francisco	2.9061102777777776
170	1554232	34.0208696	-118.5035189	89.0	117.22	90402	Santa Monica	2.921190833333333
171	1554282	37.6679514	-122.4168187	155.0	51.76	94134	South San Francisco	2.9979186111111114
172	1554415	37.4211583	-122.1185532	55.0	47.61	94306	Palo Alto	3.1645491666666667
173	1554422	37.4798739	-122.1513659	289.0	41.75	94025-1246	Menlo Park	3.1412166666666668
174	1554279	37.7530142	-122.4998469	37.0	47.03	94122	San Francisco	2.5285369444444443
175	1554644	37.6400658	-122.0548528	94.0	45.96	CA 94544	Hayward	3.1471416666666667
176	1554748	37.6485985	-122.46831809999999	103.0	48.13	94044	South San Francisco	3.2048175000000003
177	1554757	37.5503104	-122.2573403	236.0	42.38	94404	Foster City	3.345360277777778
178	1554816	37.7812553	-122.4818867	56.0	78.34	94122	San Francisco	3.3690480555555555
179	1554838	37.6633339	-122.4373982	92.0	46.13	94014	South San Francisco	3.372178611111111
180	1554854	34.0250138	-118.4645518	0.0	73.17	90404	Santa Monica	3.5218777777777777
181	1554944	33.9855536	-118.3952528	283.0	46.19	90232	Culver City	3.751118611111111
182	1554949	37.6166179	-122.03456899999999	0.0	102.78	94587	Hayward	3.981588888888889
183	1554970	37.4135661	-122.13868500000001	0.0	81.09	94306	Palo Alto	4.030427777777778
184	1555111	37.46224829999999	-122.25350390000001	130.0	44.32	94062	Redwood City	4.1192730555555555
185	1555139	37.803814	-122.262033	3.0	62.4	94612	Oakland	4.210125000000001
186	1555176	37.7943064	-122.234303	185.0	40.22	94602	Oakland	4.2351230555555555
187	1555199	36.994062	-121.85465	154.0	34.37	95003	Aptos	4.25575
188	1555217	37.5478375	-122.29223290000002	10.0	86.22	94403	San Mateo	4.372699166666666
189	1555210	37.4785782	-122.2286845	153.0	35.02	94063	Redwood City	4.388145277777778
190	1555280	32.758433399999994	-117.07226270000001	111.0	39.21	92115	San Diego	4.508835277777778
191	1555311	37.6046224	-122.3901265	14.0	61.75	94030	Millbrae	4.600158333333333
192	1555342	37.46823300000001	-122.268898	109.0	99.19	94064	Redwood City	4.840819444444445
193	1555466	37.8000706	-122.4113585	217.0	31.78	94133	San Francisco	4.852851944444444
194	1555478	37.7907762	-122.397655	62.0	95.88	94114	San Francisco	5.013311111111111
195	1555533	37.7263546	-122.37870179999999	136.0	55.71	94124	San Francisco	5.0618
196	1555695	37.7958956	-122.4351587	61.0	181.7	94114	San Francisco	5.137048055555556
197	1555787	37.264508	-121.864567	215.0	113.91	95136	San José	5.148075
198	1555773	37.4769479	-122.15409790000001	222.0	49.31	515	Menlo Park	5.1489713888888895
199	1555815	37.8549044	-122.2714542	14.0	47.88	94611	Berkeley	5.3521575
200	1555808	36.971007	-122.049766	264.0	55.48	95060	Santa Cruz	5.423138888888889
201	1555820	37.5635868	-122.32483899999998	49.0	123.54	94401	San Mateo	5.4378325
202	1555833	37.3839198	-122.01284440000002	197.0	103.44	94085	Sunnyvale	5.5680555555555555
203	1555912	37.7917351	-122.1942899	10.0	58.66	94602	Oakland	5.600327777777777
204	1555968	37.7641644	-122.2510124	3.0	107.71	94601	Alameda	5.637561944444444
205	1555935	37.4123134	-122.1606439	136.0	139.68	94304	Stanford	5.585909166666666
206	1556068	37.7623675	-122.3890607	205.0	47.29	94107	San Francisco	5.727879722222222
207	1556073	37.7542314	-122.404233	172.0	55.06	94114	San Francisco	5.918775833333334
208	1556125	37.3387912	-121.91988710000001	78.0	42.47	95191	San José	6.040594444444444
209	1556116	37.761262	-122.504167	119.0	48.42	94122	San Francisco	6.097902777777778
210	1556173	37.4876453	-122.2333807	245.0	113.77	94063	Redwood City	6.1317547222222215
211	1556260	37.3930105	-122.0006658	317.0	73.03	94086	Sunnyvale	6.499475833333333
212	1556238	37.7170001	-122.464688	221.0	33.66	94132	San Francisco	6.6984047222222225
213	1552603	37.7850687	-122.4164193	263.0	42.76	94114	San Francisco	6.721474166666667
214	1552673	37.748992	-122.5059683	162.0	37.02	94122	San Francisco	6.768371388888889
215	1552693	37.341392	-121.978931	42.0	41.58	95051	Santa Clara	6.858273055555555
216	1552651	37.3376015	-122.0679689	387.0	86.79	94086	Los Altos	7.011511944444444
217	1552689	37.727717	-122.46417	124.0	77.89	94132	San Francisco	17.5525075
218	1552845	37.791803	-122.43086399999999	155.0	40.61	94114	San Francisco	18.543903611111112
219	1552975	37.78875220000001	-122.43737320000001	129.0	50.5	94114	San Francisco	18.6542325
220	1552857	37.3075911	-122.0315648	129.0	50.29	95129	San José	19.13636861111111
221	1552834	32.7845772	-117.1286405	23.0	160.85	92103	San Diego	19.42022777777778
222	1553139	37.7971593	-122.2533949	142.0	51.84	94612	Oakland	19.56442861111111
223	1553264	37.762442	-122.477416	85.0	73.21	94122	San Francisco	19.7378675
224	1553293	37.786595	-122.408809	268.0	39.89	94114	San Francisco	19.750108333333333
225	1553620	37.705624	-122.463034	109.0	40.01	94132	Daly City	21.095135277777775
226	1553521	37.5668549	-122.266883	124.0	46.66	94404	Foster City	21.097880555555555
227	1553402	37.7772	-122.44078700000001	210.0	49.65	94114	San Francisco	21.45948611111111
228	1553638	37.8338498	-122.2681138	367.0	36.23	94611	Oakland	21.5258325
229	1553579	37.7978679	-122.4155388	29.0	43.67	94114	San Francisco	21.924573055555555
230	1553499	37.47563270000001	-122.21720320000001	206.0	33.09	94061	Redwood City	22.873075833333335
231	1553800	37.8617435	-122.2857528	350.0	38.63	94702	Berkeley	23.11333138888889
232	1553788	37.78134489999999	-122.49485420000002	28.0	31.29	94122	San Francisco	23.42228805555556
233	1553690	37.655321	-122.47973300000001	280.0	122.76	94044	Pacifica	23.849660277777776
234	1553631	32.7858779	-117.129984	48.0	152.28	92123	San Diego	0.08712416666666667
235	1553966	37.8052055	-122.423372	316.0	37.72	94114	San Francisco	0.13720472222222221
236	1553732	37.7863632	-122.3938675	459.0	110.77	94114	San Francisco	0.26007694444444446
237	1553940	37.7558622	-122.4169331	106.0	54.55	94110	San Francisco	0.22890472222222222
238	1553887	37.38531029999999	-122.1058283	61.0	32.37	94022	Los Altos	0.2791722222222222
239	1554035	36.974679	-121.90476899999999	382.0	174.33	95003	Aptos	0.3479972222222222
240	1553774	37.7869191	-122.4003207	267.0	104.84	94114	San Francisco	0.4173713888888889
241	1553976	37.7754881	-122.4023557	205.0	46.39	94114	San Francisco	0.4600036111111111
242	1553978	37.5424463	-122.2835231	179.0	42.84	94403	San Mateo	0.5100741666666667
243	1554064	37.752387	-122.405924	22.0	89.42	94114	San Francisco	0.5200547222222223
244	1553937	37.5859693	-122.3652689	97.0	41.81	94010	Burlingame	0.9820825
245	1554022	37.72725300000001	-122.476354	100.0	38.28	94132	San Francisco	1.2128675
246	1554110	37.7945391	-122.4100664	103.0	42.48	94114	San Francisco	1.4277297222222223
247	1554201	37.6554539	-122.04876940000001	44.0	50.67	25426	Hayward	1.3731130555555555
248	1554016	37.7967688	-122.2574094	97.0	106.22	94612	Oakland	1.5701713888888889
249	1554078	37.6142464	-122.0386963	3.0	50.56	94587	Hayward	1.5859055555555557
250	1554194	37.7652761	-122.25098229999999	177.0	74.53	94501	Alameda	1.571196388888889
251	1554252	37.7711704	-122.43117920000002	209.0	46.03	94114	San Francisco	1.6698499999999998
252	1554402	37.7615641	-122.41136609999998	115.0	74.0	94114	San Francisco	1.8467611111111113
253	1554224	37.646178000000006	-122.431744	89.0	35.52	94066	South San Francisco	1.8250813888888888
254	1554234	37.728607200000006	-122.4157638	252.0	76.5	94134	San Francisco	1.9553991666666666
255	1554407	37.7647289	-122.4807405	74.0	106.92	94122	San Francisco	2.0743519444444445
256	1554329	37.786116	-122.416168	268.0	57.26	94114	San Francisco	2.1410852777777776
257	1554475	37.6248433	-122.03643020000001	180.0	52.87	94587	Hayward	2.235720277777778
258	1554520	37.581199	-122.369451	244.0	61.01	94010	Burlingame	2.2442194444444445
259	1554568	37.7172958	-122.4607216	174.0	56.62	94132	San Francisco	2.2268519444444443
260	1554663	37.761494	-122.506749	141.0	44.93	94122	San Francisco	2.0704297222222223
261	1554589	37.2235396	-121.89636090000002	2.0	71.1	95123-2428	San José	2.3394583333333334
262	1554677	37.4483687	-122.1259913	372.0	34.04	94303	Palo Alto	2.791819444444444
263	1554395	37.7870979	-122.3929032	223.0	124.59	94114	San Francisco	2.804718611111111
264	1554777	37.380948	-121.99802379999998	58.0	56.63	94088-3453	Sunnyvale	2.8670436111111113
265	1554831	37.7790794	-122.2283305	156.0	39.49	94601	Oakland	3.0269480555555557
266	1554914	36.9833707	-122.0250227	1.0	41.27	95065	Santa Cruz	3.1845091666666665
267	1554995	37.7710201	-122.425347	11.0	45.97	94114	San Francisco	3.203091666666667
268	1555136	36.96555	-122.04269	119.0	115.29	95060	Santa Cruz	3.2414019444444446
269	1555194	37.6553983	-122.09633999999998	91.0	46.2	94545	Hayward	3.3043277777777775
270	1555431	37.817982	-122.28148840000001	140.0	38.26	94612	Oakland	3.3351916666666668
271	1555413	37.6586728	-122.4716041	152.0	84.06	94014	Daly City	3.5020241666666667
272	1555367	37.375163	-122.1144628	211.0	43.89	94022	Los Altos	3.5232602777777777
273	1555481	37.7759956	-122.3939379	204.0	45.74	94114	San Francisco	3.636453611111111
274	1555479	37.3369516	-121.8764493	137.0	30.31	95113	San José	3.6435508333333333
275	1555469	36.969999	-121.904756	248.0	65.9	95003	Aptos	3.7594944444444445
276	1555353	33.571567200000004	-117.70038000000001	79.0	135.51	92656	Laguna Hills	3.8190666666666666
277	1555507	32.8036761	-117.1948145	175.0	40.61	92117	San Diego	3.7411491666666667
278	1555604	37.652187	-122.4180591	40.0	108.95	94080	South San Francisco	3.9258480555555555
279	1555607	33.6376559	-117.9352717	32.0	186.12	92627	Costa Mesa	3.8955491666666666
280	1555682	37.76456870000001	-122.4687959	101.0	32.59	94122	San Francisco	3.938730555555556
281	1555753	36.9529053	-122.0567543	203.0	55.97	95060	Santa Cruz	4.106973055555555
282	1555761	32.808073	-117.254506	139.0	77.37	92109	San Diego	4.1439666666666675
283	1555840	37.782822	-122.471135	36.0	55.33	94122	San Francisco	4.200922222222222
284	1555919	37.6319178	-122.4301252	225.0	55.53	94066	San Bruno	4.337658333333333
285	1556037	34.0167459	-118.4548662	258.0	82.79	90405	Santa Monica	4.363681388888889
286	1556064	32.975789	-117.0826966	5.0	77.99	92128	San Diego	4.512786111111111
287	1555967	37.7508283	-122.4257744	231.0	33.6	94114	San Francisco	4.511168611111111
288	1556145	37.8054186	-122.26722930000001	359.0	98.64	94612	Oakland	4.542583333333333
289	1556006	37.3534799	-121.9474633	152.0	114.51	95052	Santa Clara	4.739808333333333
290	1556134	37.48700170000001	-122.19035559999999	351.0	46.4	94025-1246	Redwood City	4.9718175
291	1556119	32.751658899999995	-117.10601729999999	78.0	171.22	92105	San Diego	5.0002305555555555
292	1556215	37.7985535	-122.4039236	168.0	104.94	94114	San Francisco	5.061221388888889
293	1556147	32.7396534	-117.2534549	100.0	55.7	92107	San Diego	5.066816666666666
294	1556163	37.835244	-122.274736	233.0	70.53	94611	Oakland	5.0979769444444445
295	1556129	37.318149	-121.920183	89.0	142.88	95126	San José	5.259206388888889
296	1552628	37.77406060000001	-122.443289	168.0	46.21	94117	San Francisco	5.264206388888889
297	1552619	37.4189097	-122.12899080000001	206.0	53.2	94306	Palo Alto	5.278988888888889
298	1552595	36.983942	-122.0233118	124.0	114.32	95065	Santa Cruz	5.400788055555556
299	1552709	37.4860339	-122.22202990000001	14.0	33.11	94063	Redwood City	5.4525075
300	1552711	37.537406	-122.32074679999998	27.0	31.34	94497	San Mateo	5.465238055555556
301	1552849	37.3531623	-121.9857768	163.0	53.44	95051	Santa Clara	5.654548055555556
302	1552646	37.6512763	-122.0863406	103.0	45.0	94544	Hayward	5.712774166666667
303	1552979	37.77352929999999	-122.47701950000001	209.0	64.46	94122	San Francisco	2.8672130555555557
304	1553025	37.7818883	-122.4771119	273.0	42.07	94121	San Francisco	6.375776944444444
305	1553150	37.8091503	-122.28835179999999	202.0	55.41	94612	Oakland	7.041870277777778
306	1553086	37.7771109	-122.415153	100.0	139.55	94103	San Francisco	7.143953611111112
307	1553168	37.2655449	-121.9396796	0.0	62.71	95124	San José	3.8775825
308	1553324	37.471205	-122.230273	1.0	44.99	94061	Redwood City	18.3084075
309	1553210	37.723991	-122.43284399999999	119.0	34.25	94134	San Francisco	18.520041666666664
310	1553218	37.38169439999999	-122.05704399999999	153.0	46.79	94086	Sunnyvale	18.557563055555555
311	1553266	37.81043579999999	-122.29765649999999	177.0	48.13	94612	Oakland	18.978928611111108
312	1553268	37.7820982	-122.47896609999998	175.0	80.2	94122	San Francisco	19.24752777777778
